,x,y
167,-23555.95325924241,28213.938473331462
168,841.8500608902303,-44614.83806734615
169,-22202.302040538452,35409.37733068142
170,-18999.890625209355,3880.99052366238
171,-18889.907026031924,30080.022144873805
172,-19575.438544972356,32857.232236827425
173,-9666.75662655163,19381.721187619674
174,-14923.66826943206,11743.739826908797
175,-15932.83573105692,27026.05725310485
176,-11103.701835233966,-10025.867126471352
177,-34634.898697975295,-20509.496994043304
178,11280.613418338522,-47999.41009584237
179,10363.857995920496,-29574.604628408528
180,184597.45920889243,-238380.84341676513
181,-37282.67533801103,7288.907197649645
182,-15440.331632090572,25992.657826761915
183,-21815.66534135551,24015.892876058926
184,-27785.320683482656,18395.75329092323
185,102194.80105786197,-144155.18183764943
186,-25133.80117601733,36239.902783672966
187,-10368.068971666075,10177.661008464776
188,603.4820408474841,-1046.6885852368853
189,-56810.597893169164,-124161.84763648905
190,-20788.441122610227,33883.530067717336
191,-23423.550540525517,37306.36060961589
192,-24135.75694958997,38622.37793156824
193,-23357.824937128695,37577.61426368448
194,-21737.08982831708,35708.37011510869
195,-18367.54348599065,-4161.999133371411
196,-19830.08249723751,28560.393830330624
197,-9246.11751390893,18997.21779922453
198,-2963.946716697198,11371.284729960254
199,276436.36444783246,-332536.2873842583
200,-24353.354963748083,35788.53522500279
201,96822.30209112617,-112573.69475327132
202,-25357.748020434377,24797.20681647373
203,-23761.354964484068,36381.2760396214
204,-19199.727784704755,30602.886754918956
205,-23060.544867667075,37339.88870066636
206,-25558.26337237259,-38524.02670379359
207,14276.537220706203,-8999.99944758017
208,-23901.941837799164,36306.81678040914
209,-23332.920950773398,29716.279205004783
210,-16906.913802531737,1063.5136871851191
211,-24300.866033384347,38810.05671685192
212,4847.625705060892,-13272.901907539917
213,19605.841384429386,-19562.285298733055
214,14277.18018881581,-9000.76515304724
215,-23474.78897987935,35158.04000960586
216,-7292.882561368208,-46069.09983939952
217,-20988.73167908814,34390.7788012914
218,-22440.497871933036,33703.06744203268
219,-24715.39109851793,38272.363806057394
220,-35481.49410842202,-26704.453212383243
221,-17871.923179575948,25481.506245854423
222,-16744.839841295558,29235.32416624779
223,-33751.355688590455,12988.770271528192
224,-23396.214885710382,37556.3764352637
225,-12452.292829477808,20632.228061056845
226,-22430.119040940663,36533.732912693806
227,-22953.098980188744,31843.15754474334
228,-25668.061726812095,22699.70950203666
229,-24485.815997307494,31089.12189544892
230,-23193.75906033925,37324.255551897186
231,-47015.84738012096,-64272.83193060291
232,-24407.288941379782,22845.10932960715
233,210250.97430350317,-257430.24284691023
234,6335.518102773355,-12669.43572560346
235,-24582.04604830818,37775.62935393413
236,109780.08252266874,-126078.82420755137
237,-24121.014254943424,36387.57673775307
238,-10520.670987832453,22680.244167021337
239,-35225.887541191536,14132.444781601214
240,-23472.83287669585,37136.86217050065
241,-20566.476591780967,33865.31943829775
242,-28665.36181403325,35581.25982826349
243,-23387.32561447981,36184.163576555584
244,-25471.20115119652,30019.42410170904
245,-23694.63129161799,37173.30470191463
246,22712.222199134012,-32556.97438454304
247,10172.799060109834,-4720.140079460144
248,-22925.285255149298,11789.85468553327
249,50212.67080389677,-73867.86592061988
250,-25046.78022075759,36712.64817025644
251,-18541.720933286215,31179.253982088714
252,-21139.13747748258,34715.65636588011
253,-4810.954836900795,8102.733619384649
254,-22076.72748107973,36127.319175835786
255,-20586.3402227085,27208.797596971563
256,42148.88460305528,-46782.48195800129
257,-23872.683953055417,36957.30584135629
258,23634.756165145944,-23668.764119115316
259,-22805.151082597404,31328.782310416696
260,-18813.845619300217,29428.265656253527
261,-41293.48525326077,-29760.945603762302
262,-24588.44714676362,30227.077532265514
263,-28358.588483611737,33696.121588571456
264,-23253.076197294664,34403.23965934161
265,27593.594567520668,-34426.45929795796
266,-24757.407468368918,37988.39257910661
267,-7046.4317968640025,-32361.534609483337
268,-228031.03902146933,-268339.5161602824
269,-8629.196792424033,18245.99294586352
270,58974.63958078615,-64508.28861474106
271,-28071.391382220238,29040.72829891882
272,-24099.60727240804,38653.42999936101
273,-23597.033697402407,35450.28413128912
274,-20498.285255163373,34179.57331191195
275,-27364.039850837496,36390.310697151624
276,22901.51729565507,-20344.437666218877
277,-26826.870804754457,27633.835131773532
278,-20943.729165620607,16831.586490069625
279,534798.7641989166,-415763.1769477586
280,8431.078595052608,-69472.14314964728
281,-26024.913888846175,38208.1587794298
282,-22391.94491086957,33270.5255802731
283,-24666.63457718419,35986.49205621758
284,24311.79449481565,-20825.253975769156
285,-18976.867757512817,32207.607665076866
286,14279.752046751863,-9003.827981663357
287,-24560.892520350044,38307.73974335097
288,-24316.791865591116,38780.50653080756
289,-24291.94201073315,34125.04642786504
290,43291.995320386406,-44881.9809574528
291,1256.7089619103265,8937.179819049672
292,34237.461574742265,-36350.45973068738
293,-21295.08141807634,24793.141329484086
294,-31387.2021630582,15712.980534727585
295,5730.105513767016,-109114.27423528337
296,-1129.5014452203377,-3595.250692686455
297,-37280.25616301075,7267.1100042961325
298,-22485.746053295366,36355.103845444166
299,-24870.150506620535,36365.5570769452
300,-14443.428865285054,23803.024873315357
301,25890.735273681872,-22763.13985005196
302,-24412.98703423528,34534.84358998636
303,-21689.89366254926,26722.84598882436
304,4862.030523722765,-114722.9131582159
305,-23310.807353138393,35035.84269584179
306,-24317.214164411547,38901.181444693255
307,-24801.155898533,35565.40478031649
308,4979.608145011828,-9049.082588436706
309,11761.183344409425,-11105.450260305288
310,-24322.471394053773,37275.48311156379
311,-24597.557977284727,38267.42375083909
312,-22525.07035382059,36475.528904306586
313,-5518.0566921800355,-3641.5686746967936
314,-23974.91599812825,38492.31030011489
315,26885.207100105214,-24286.922581850187
316,-19373.906922870967,24238.82007984903
317,-22176.724283428153,5312.397249702609
318,-237125.52839210362,-256778.50059047376
319,41987.24295768567,-54852.892100040925
320,-27955.58274069766,25255.022148100565
321,-35484.78787305218,-26722.065210673518
322,-16256.52760244314,24663.96404281336
323,-24977.122896011206,33979.87029620815
324,-24853.255543647992,13181.735071557652
325,-24312.27206342244,38701.13585806231
326,-14779.77221620707,23571.951196694532
327,-11901.191101783908,22981.325345606543
328,6567.953567144212,-9584.060765158301
329,-23935.70593201549,27876.540265019637
330,110217.10895510436,-126305.31526268295
331,-24306.17684336463,36083.68438097952
332,-2511.0303717257093,-20542.779377132272
333,-14256.121225576278,-3953.1508791906463
334,-22430.084577171845,32891.6908529791
335,-24147.08982571102,38575.63862812234
336,8284.40821690315,-8774.523993450939
337,-23785.155561418,-18839.73304614394
338,-11370.16745986145,22771.89623381616
339,-23890.345210118572,38266.553344445354
340,-22357.879627596114,33417.19355837921
341,-479.4753360288576,-5310.275691715417
342,-20870.91921438358,34566.514244185215
343,1522824.7424762333,-556969.3394820101
344,-41075.77781665593,-74383.82234017909
345,-19217.055260034034,31149.40746902787
346,-17372.120678594565,25100.919942141467
347,-21928.843629537438,35392.63625391122
348,-27130.62998814965,-66055.68101982708
349,-3495.03272461444,-41804.617027824046
350,-23991.531712804986,38504.05300054574
351,-24432.41810352122,38641.76064943788
352,90167.12987707814,-204748.66385621342
353,-18046.95276428249,30555.638391760214
354,-21713.15476561187,20543.338354785927
355,-12889.258731925987,24199.64962651017
356,-61228.6615250732,-15687.456473434166
357,-5828.616108925899,-21775.857233493673
358,-24361.003107271994,38019.52121669465
359,-16658.151849078597,22453.149811785363
360,-20217.76359922583,28402.219514463424
361,-30897.019138780634,-75.7758684565042
362,-19566.146527723566,35210.480711773285
363,-24135.326636096415,37539.04880691302
364,-15843.401162615128,28694.20561953054
365,-19121.687197676813,20560.88576957292
366,133.5031981209563,20000.695866313647
367,-56057.6463963128,21825.615189617398
368,-7587.747758814064,17829.301276585382
369,-24232.634537552123,36170.22463491227
370,-5982.022829798382,-51717.36990546237
371,-8702.867371899985,3385.9035300370124
372,-25628.162704493632,27708.491944095316
373,-24336.566775629155,28565.838766054625
374,-22910.60627005388,35595.82032554605
375,-20717.760719396487,34510.44284802831
376,-33232.71165915536,27696.96968202878
377,2796.507761944295,2286.623574234296
378,72787.87520277419,-82748.08222494167
379,-24163.97031282387,31765.871619554026
380,-21008.99593172621,34425.91177442718
381,27869.319227515247,-25790.02035066372
382,21734.038651457886,-25415.70089819037
383,-34132.87582814585,-9151.90793698006
384,-22634.917204700097,28183.54925408543
385,-32636.092442105204,11677.116333545639
386,-1086.5155404393704,-11009.271153554466
387,-23739.477185102605,34910.503119097586
388,-3834.956264896037,-80208.69073757523
389,-5976.750410980572,15525.718548102986
390,-27437.25400888766,33558.70333874227
391,-23120.164497469,36528.15267828427
392,-21009.153009307076,17133.3180261107
393,982.7333086666763,2838.4106946202087
394,-17737.53028140103,30492.431737508945
395,-26549.690256396636,30905.49034195385
396,-24323.317553908884,38911.37871409947
397,12758.258380175967,-7190.698278459646
398,-24148.399279440106,31399.88015466932
399,-24407.567601620147,34092.13044203456
400,-23271.937567105608,37659.75645804825
401,40017.63892709097,-40895.81602231078
402,-20303.24772244841,34192.21098096384
403,-14572.706337810414,26835.968716535073
404,-24193.339334909517,38621.99959436702
405,13251.529066025962,-46304.58857105489
406,-20506.049389733165,31255.92133154099
407,58599.26887154335,-76015.72111778705
408,-12881.468778093078,24760.40688550027
409,-10822.295162349641,21892.019719919295
410,-18949.382065001337,29351.111499816358
411,50224.44236766023,-56914.145664134034
412,-21293.08344715012,34780.421963308596
413,35014.47776818085,-35330.276526743124
414,-22985.254234628126,37324.17027295442
415,6516.320796047058,14613.843553099245
416,-24015.01622298476,31299.752853104488
417,7807.302624856777,-12530.288149004153
418,-24071.711918347813,38560.30326672132
419,-23507.11402618681,37396.41617075852
420,-24397.189676074133,12972.18753019898
421,-24034.537527258977,34389.15082544303
422,-23982.9073895871,34125.88684538487
423,-22672.114602384212,33536.29664307567
424,-23507.73977314846,37398.56645154765
425,-11906.304192839687,13627.773951756244
426,33350.86719368076,-33066.101739855105
427,-23201.889149760897,37564.937912634414
428,107302.5331434734,-123861.04641139385
429,-17064.013877408885,27100.884108586608
430,-24321.618516738625,38616.1236155033
431,-24085.60515781856,31839.636531775668
432,-19933.2561565972,15878.888802394675
433,-16816.679872506065,22486.27572714049
434,-24304.553623402804,38859.275494603906
435,-808.7377747108387,1043.0397455159086
436,-24974.26163124779,36397.32911726047
437,-23624.528148735986,32698.04360814857
438,1514214.2925241536,-580033.7161904279
439,-24198.646531241695,30106.1594260341
440,-9714.521522071056,-2802.084343977973
441,-14975.019583937494,27642.842919489052
442,-673.9842209478696,39962.757563476225
443,-13186.891286277598,25018.698672036517
444,-24133.600850666324,20453.077682726856
445,-9028.686534050852,5636.86796975632
446,-21347.121945963758,35204.97570000919
447,-16025.17330090168,3441.5603465820636
448,55216.8965669385,-60045.37615750996
449,-22560.928178148406,27535.348130851788
450,-18321.80455221901,29515.576472532073
451,-24344.713012546545,37405.86827343496
452,-24162.62830094488,30508.309020298235
453,24061.26735259502,33912.898176115814
454,497830.21484706714,-460048.7916628068
455,-22504.93904480189,-16167.15062475674
456,-19438.902337766445,34742.47025076626
457,-28329.28048962424,30137.755448416912
458,-24275.86848318916,38665.96483681739
459,-24193.272638562477,19402.0463961229
460,-48866.906387575305,8234.360745238184
461,-24344.407949506156,18938.264840087922
462,81548.72933214248,-92579.72472162802
463,-22174.572548712753,5276.937017767197
464,-24110.76178439112,33632.72448387814
465,-5980.625530405398,-51726.71812084218
466,-18120.947924231263,31365.447586818664
467,51163.1117642935,-98147.74712808734
468,-24674.416000213827,-98423.27123337575
469,-8243.071207240719,18654.189188943827
470,-6464.441434375225,15755.67048434267
471,-24083.690940231114,32710.757549911224
472,-19567.091019796393,29144.65797598114
473,40642.803610892275,-28917.08911277612
474,263428.56880894245,-343262.02658778575
475,-22731.07087043469,26527.486018279673
476,-24739.26423553844,36786.88790602621
477,-21777.13560502729,35378.624288726365
478,70589.59491507233,-79193.71829795398
479,-21734.17978864997,13807.701811314058
480,-24441.557640783103,38024.93548613291
481,17152.95168235359,-12404.28285490252
482,7091.956836460009,-1058.9281278907
483,-10630.91414463354,21641.66567989661
484,-27816.48286935016,3859.849716663697
485,-23273.37761167913,26258.638612906278
486,1577.117945885009,-23354.256259602716
487,4770.2630937757085,1813.09139567869
488,-24585.68092398907,-13832.830448217263
489,-24398.05592792563,12950.983028943012
490,-26715.90184864208,26351.363550826616
491,-32639.119366153132,23960.46864271494
492,-24312.414232471765,38279.69184582831
493,-23632.482495693173,36729.866890775345
494,-15164.125275011615,27718.87789248883
495,-17667.343309049273,26354.298484949457
496,-9704.370296157551,11132.411050543276
497,-20000.663781968302,11727.477228429567
498,-23911.852466476597,38266.935080416064
499,-23711.750224821626,27995.79508478937
